Éí¸ß	ÌåÖØ	ÁìÎ§	Ðä³¤	¼ç¿í	ÐØÎ§	ÖÐÑü	¿ã³¤	Ðä·Ê	¿ãÑü	ÍÎÎ§	´óÍÈÎ§	ÒÂ³¤	Ö±µµ	Ðä¿Ú
175	105	44.4	62.2	53	120.1	114.2	101.7	40	108.4	117.7	68.6	78.2	73.3	20
175	106	44.6	62.2	53.2	120.8	115	101.7	40.2	109	118.3	68.9	78.3	73.5	20.1
175	107	44.7	62.2	53.4	121.4	115.8	101.7	40.5	109.6	118.9	69.3	78.4	73.8	20.1
175	108	44.9	62.1	53.5	122	116.5	101.7	40.7	110.1	119.5	69.7	78.5	74	20.2
175	109	45	62.1	53.7	122.7	117.3	101.6	40.9	110.7	120	70.1	78.6	74.3	20.2
175	110	45.2	62.1	53.9	123.3	118	101.6	41.2	111.3	120.6	70.5	78.7	74.5	20.3
175	111	45.4	62.1	54.1	123.9	118.8	101.6	41.4	111.8	121.2	70.9	78.8	74.8	20.3
175	112	45.5	62.1	54.2	124.6	119.6	101.6	41.6	112.4	121.8	71.3	78.9	75	20.4
175	113	45.7	62.1	54.4	125.2	120.3	101.6	41.9	113	122.4	71.7	79	75.3	20.5
175	114	45.8	62.1	54.6	125.8	121.1	101.6	42.1	113.6	123	72	79.1	75.5	20.5
175	115	46	62.1	54.8	126.5	121.9	101.6	42.3	114.2	123.5	72.4	79.2	75.8	20.6
175	116	46.1	62.1	55	127.1	122.6	101.6	42.6	114.7	124.1	72.8	79.3	76	20.6
175	117	46.3	62	55.1	127.8	123.4	101.6	42.8	115.3	124.7	73.2	79.4	76.3	20.7
175	118	46.4	62	55.3	128.4	124.2	101.6	43	115.9	125.3	73.6	79.5	76.5	20.7
175	119	46.6	62	55.5	129	124.9	101.6	43.3	116.4	125.9	74	79.6	76.8	20.8
175	120	46.7	62	55.7	129.7	125.7	101.5	43.5	117	126.4	74.4	79.7	77	20.9
175	121	46.9	62	55.9	130.3	126.4	101.5	43.7	117.6	127	74.7	79.8	77.3	20.9
175	122	47	62	56	130.9	127.2	101.5	44	118.2	127.6	75.1	79.9	77.5	21
175	123	47.2	62	56.2	131.6	128	101.5	44.2	118.7	128.2	75.5	80	77.8	21
175	124	47.3	62	56.4	132.2	128.7	101.5	44.4	119.3	128.8	75.9	80.1	78	21.1
175	125	47.5	62	56.6	132.8	129.5	101.5	44.6	119.9	129.3	76.3	80.2	78.3	21.1
175	126	47.6	61.9	56.7	133.5	130.3	101.5	44.9	120.5	129.9	76.7	80.3	78.5	21.2
175	127	47.8	61.9	56.9	134.1	131	101.5	45.1	121	130.5	77.1	80.4	78.7	21.3
175	128	47.9	61.9	57.1	134.7	131.8	101.5	45.3	121.6	131.1	77.4	80.5	79	21.3
175	129	48.1	61.9	57.3	135.4	132.6	101.5	45.6	122.2	131.7	77.8	80.6	79.2	21.4
175	130	48.2	61.9	57.5	136	133.3	101.4	45.8	122.8	132.3	78.2	80.7	79.5	21.4
176	35	33.8	63.3	40.6	75.4	60.5	103	23.6	68.1	76.8	41.4	71.5	55.8	16
176	36	34	63.3	40.8	76.1	61.2	103	23.9	68.6	77.4	41.7	71.6	56	16.1
176	37	34.1	63.3	40.9	76.7	62	103	24.1	69.2	78	42.1	71.7	56.3	16.1
176	38	34.3	63.3	41.1	77.3	62.8	103	24.3	69.8	78.6	42.5	71.8	56.5	16.2
176	39	34.4	63.3	41.3	78	63.5	103	24.6	70.3	79.2	42.9	71.9	56.8	16.3
176	40	34.6	63.3	41.5	78.6	64.3	102.9	24.8	70.9	79.8	43.3	72	57	16.3
176	41	34.7	63.3	41.7	79.2	65.1	102.9	25	71.5	80.3	43.7	72.1	57.3	16.4
176	42	34.9	63.2	41.8	79.9	65.8	102.9	25.3	72.1	80.9	44.1	72.2	57.5	16.4
176	43	35	63.2	42	80.5	66.6	102.9	25.5	72.6	81.5	44.4	72.3	57.8	16.5
176	44	35.2	63.2	42.2	81.1	67.3	102.9	25.7	73.2	82.1	44.8	72.4	58	16.5
176	45	35.3	63.2	42.4	81.8	68.1	102.9	26	73.8	82.7	45.2	72.5	58.3	16.6
176	46	35.5	63.2	42.5	82.4	68.9	102.9	26.2	74.4	83.2	45.6	72.6	58.5	16.7
176	47	35.6	63.2	42.7	83.1	69.6	102.9	26.4	74.9	83.8	46	72.7	58.8	16.7
176	48	35.8	63.2	42.9	83.7	70.4	102.9	26.7	75.5	84.4	46.4	72.8	59	16.8
176	49	35.9	63.2	43.1	84.3	71.2	102.9	26.9	76.1	85	46.8	72.9	59.3	16.8
176	50	36.1	63.2	43.3	85	71.9	102.9	27.1	76.7	85.6	47.2	73	59.5	16.9
176	51	36.2	63.1	43.4	85.6	72.7	102.8	27.3	77.2	86.1	47.5	73.1	59.8	16.9
176	52	36.4	63.1	43.6	86.2	73.5	102.8	27.6	77.8	86.7	47.9	73.2	60	17
176	53	36.5	63.1	43.8	86.9	74.2	102.8	27.8	78.4	87.3	48.3	73.3	60.3	17.1
176	54	36.7	63.1	44	87.5	75	102.8	28	79	87.9	48.7	73.4	60.5	17.1
176	55	36.8	63.1	44.2	88.1	75.7	102.8	28.3	79.5	88.5	49.1	73.5	60.8	17.2
176	56	37	63.1	44.3	88.8	76.5	102.8	28.5	80.1	89	49.5	73.6	61	17.2
176	57	37.1	63.1	44.5	89.4	77.3	102.8	28.7	80.7	89.6	49.9	73.7	61.3	17.3
176	58	37.3	63.1	44.7	90	78	102.8	29	81.3	90.2	50.2	73.8	61.5	17.3
176	59	37.4	63.1	44.9	90.7	78.8	102.8	29.2	81.8	90.8	50.6	73.9	61.8	17.4
176	60	37.6	63.1	45	91.3	79.6	102.8	29.4	82.4	91.4	51	74	62	17.5
176	61	37.7	63	45.2	92	80.3	102.7	29.7	83	92	51.4	74.1	62.3	17.5
176	62	37.9	63	45.4	92.6	81.1	102.7	29.9	83.6	92.5	51.8	74.2	62.5	17.6
176	63	38.1	63	45.6	93.2	81.8	102.7	30.1	84.1	93.1	52.2	74.3	62.8	17.6
176	64	38.2	63	45.8	93.9	82.6	102.7	30.4	84.7	93.7	52.6	74.4	63	17.7
176	65	38.4	63	45.9	94.5	83.4	102.7	30.6	85.3	94.3	52.9	74.5	63.3	17.7
176	66	38.5	63	46.1	95.1	84.1	102.7	30.8	85.9	94.9	53.3	74.6	63.5	17.8
176	67	38.7	63	46.3	95.8	84.9	102.7	31.1	86.4	95.4	53.7	74.7	63.8	17.9
176	68	38.8	63	46.5	96.4	85.7	102.7	31.3	87	96	54.1	74.8	64	17.9
176	69	39	63	46.6	97	86.4	102.7	31.5	87.6	96.6	54.5	74.9	64.3	18
176	70	39.1	62.9	46.8	97.7	87.2	102.7	31.8	88.1	97.2	54.9	75	64.5	18
176	71	39.3	62.9	47	98.3	88	102.7	32	88.7	97.8	55.3	75.1	64.8	18.1
176	72	39.4	62.9	47.2	98.9	88.7	102.6	32.2	89.3	98.3	55.6	75.2	65	18.1
176	73	39.6	62.9	47.4	99.6	89.5	102.6	32.5	89.9	98.9	56	75.3	65.3	18.2
176	74	39.7	62.9	47.5	100.2	90.2	102.6	32.7	90.4	99.5	56.4	75.4	65.5	18.2
176	75	39.9	62.9	47.7	100.9	91	102.6	32.9	91	100.1	56.8	75.5	65.8	18.3
176	76	40	62.9	47.9	101.5	91.8	102.6	33.2	91.6	100.7	57.2	75.6	66	18.4
176	77	40.2	62.9	48.1	102.1	92.5	102.6	33.4	92.2	101.2	57.6	75.7	66.3	18.4
176	78	40.3	62.9	48.2	102.8	93.3	102.6	33.6	92.7	101.8	58	75.8	66.5	18.5
176	79	40.5	62.9	48.4	103.4	94.1	102.6	33.8	93.3	102.4	58.3	75.9	66.7	18.5
176	80	40.6	62.8	48.6	104	94.8	102.6	34.1	93.9	103	58.7	76	67	18.6
176	81	40.8	62.8	48.8	104.7	95.6	102.6	34.3	94.5	103.6	59.1	76.1	67.2	18.6
176	82	40.9	62.8	49	105.3	96.3	102.5	34.5	95	104.2	59.5	76.3	67.5	18.7
176	83	41.1	62.8	49.1	105.9	97.1	102.5	34.8	95.6	104.7	59.9	76.4	67.7	18.8
176	84	41.2	62.8	49.3	106.6	97.9	102.5	35	96.2	105.3	60.3	76.5	68	18.8
176	85	41.4	62.8	49.5	107.2	98.6	102.5	35.2	96.8	105.9	60.7	76.6	68.2	18.9
176	86	41.5	62.8	49.7	107.8	99.4	102.5	35.5	97.3	106.5	61.1	76.7	68.5	18.9
176	87	41.7	62.8	49.9	108.5	100.2	102.5	35.7	97.9	107.1	61.4	76.8	68.7	19
176	88	41.8	62.8	50	109.1	100.9	102.5	35.9	98.5	107.6	61.8	76.9	69	19
176	89	42	62.7	50.2	109.8	101.7	102.5	36.2	99.1	108.2	62.2	77	69.2	19.1
176	90	42.1	62.7	50.4	110.4	102.5	102.5	36.4	99.6	108.8	62.6	77.1	69.5	19.2
176	91	42.3	62.7	50.6	111	103.2	102.5	36.6	100.2	109.4	63	77.2	69.7	19.2
176	92	42.4	62.7	50.7	111.7	104	102.5	36.9	100.8	110	63.4	77.3	70	19.3
176	93	42.6	62.7	50.9	112.3	104.7	102.4	37.1	101.4	110.5	63.8	77.4	70.2	19.3
176	94	42.7	62.7	51.1	112.9	105.5	102.4	37.3	101.9	111.1	64.1	77.5	70.5	19.4
176	95	42.9	62.7	51.3	113.6	106.3	102.4	37.6	102.5	111.7	64.5	77.6	70.7	19.4
176	96	43	62.7	51.5	114.2	107	102.4	37.8	103.1	112.3	64.9	77.7	71	19.5
176	97	43.2	62.7	51.6	114.8	107.8	102.4	38	103.6	112.9	65.3	77.8	71.2	19.6
176	98	43.4	62.7	51.8	115.5	108.6	102.4	38.3	104.2	113.5	65.7	77.9	71.5	19.6
176	99	43.5	62.6	52	116.1	109.3	102.4	38.5	104.8	114	66.1	78	71.7	19.7
176	100	43.7	62.6	52.2	116.8	110.1	102.4	38.7	105.4	114.6	66.5	78.1	72	19.7
176	101	43.8	62.6	52.3	117.4	110.8	102.4	39	105.9	115.2	66.8	78.2	72.2	19.8
176	102	44	62.6	52.5	118	111.6	102.4	39.2	106.5	115.8	67.2	78.3	72.5	19.8
176	103	44.1	62.6	52.7	118.7	112.4	102.3	39.4	107.1	116.4	67.6	78.4	72.7	19.9
176	104	44.3	62.6	52.9	119.3	113.1	102.3	39.7	107.7	116.9	68	78.5	73	20
176	105	44.4	62.6	53.1	119.9	113.9	102.3	39.9	108.2	117.5	68.4	78.6	73.2	20
176	106	44.6	62.6	53.2	120.6	114.7	102.3	40.1	108.8	118.1	68.8	78.7	73.5	20.1
176	107	44.7	62.6	53.4	121.2	115.4	102.3	40.3	109.4	118.7	69.2	78.8	73.7	20.1
176	108	44.9	62.5	53.6	121.8	116.2	102.3	40.6	110	119.3	69.5	78.9	74	20.2
176	109	45	62.5	53.8	122.5	116.9	102.3	40.8	110.5	119.8	69.9	79	74.2	20.2
176	110	45.2	62.5	53.9	123.1	117.7	102.3	41	111.1	120.4	70.3	79.1	74.5	20.3
176	111	45.3	62.5	54.1	123.7	118.5	102.3	41.3	111.7	121	70.7	79.2	74.7	20.4
176	112	45.5	62.5	54.3	124.4	119.2	102.3	41.5	112.3	121.6	71.1	79.3	75	20.4
176	113	45.6	62.5	54.5	125	120	102.3	41.7	112.8	122.2	71.5	79.4	75.2	20.5
176	114	45.8	62.5	54.7	125.7	120.8	102.2	42	113.4	122.8	71.9	79.5	75.5	20.5
176	115	45.9	62.5	54.8	126.3	121.5	102.2	42.2	114	123.3	72.3	79.6	75.7	20.6
176	116	46.1	62.5	55	126.9	122.3	102.2	42.4	114.6	123.9	72.6	79.7	76	20.6
176	117	46.2	62.4	55.2	127.6	123.1	102.2	42.7	115.1	124.5	73	79.8	76.2	20.7
176	118	46.4	62.4	55.4	128.2	123.8	102.2	42.9	115.7	125.1	73.4	79.9	76.5	20.8
176	119	46.5	62.4	55.6	128.8	124.6	102.2	43.1	116.3	125.7	73.8	80	76.7	20.8
176	120	46.7	62.4	55.7	129.5	125.3	102.2	43.4	116.9	126.2	74.2	80.1	77	20.9
176	121	46.8	62.4	55.9	130.1	126.1	102.2	43.6	117.4	126.8	74.6	80.2	77.2	20.9
176	122	47	62.4	56.1	130.7	126.9	102.2	43.8	118	127.4	75	80.3	77.5	21
176	123	47.1	62.4	56.3	131.4	127.6	102.2	44.1	118.6	128	75.3	80.4	77.7	21
176	124	47.3	62.4	56.4	132	128.4	102.1	44.3	119.1	128.6	75.7	80.5	78	21.1
176	125	47.4	62.4	56.6	132.6	129.2	102.1	44.5	119.7	129.1	76.1	80.6	78.2	21.1
176	126	47.6	62.4	56.8	133.3	129.9	102.1	44.8	120.3	129.7	76.5	80.7	78.5	21.2
176	127	47.7	62.3	57	133.9	130.7	102.1	45	120.9	130.3	76.9	80.8	78.7	21.3
176	128	47.9	62.3	57.2	134.6	131.4	102.1	45.2	121.4	130.9	77.3	80.9	79	21.3
176	129	48	62.3	57.3	135.2	132.2	102.1	45.5	122	131.5	77.7	81	79.2	21.4
176	130	48.2	62.3	57.5	135.8	133	102.1	45.7	122.6	132	78	81.1	79.5	21.4
177	35	33.8	63.7	40.7	75.2	60.1	103.6	23.5	67.9	76.6	41.2	71.9	55.7	16
177	36	33.9	63.7	40.8	75.9	60.9	103.6	23.7	68.5	77.2	41.6	72	56	16.1
177	37	34.1	63.7	41	76.5	61.7	103.6	24	69	77.8	42	72.1	56.2	16.2
177	38	34.2	63.7	41.2	77.1	62.4	103.6	24.2	69.6	78.4	42.3	72.2	56.5	16.2
177	39	34.4	63.7	41.4	77.8	63.2	103.6	24.4	70.2	79	42.7	72.3	56.7	16.3
177	40	34.5	63.7	41.5	78.4	64	103.6	24.7	70.8	79.5	43.1	72.4	57	16.3
177	41	34.7	63.7	41.7	79	64.7	103.6	24.9	71.3	80.1	43.5	72.5	57.2	16.4
177	42	34.8	63.6	41.9	79.7	65.5	103.6	25.1	71.9	80.7	43.9	72.6	57.5	16.4
177	43	35	63.6	42.1	80.3	66.2	103.6	25.4	72.5	81.3	44.3	72.7	57.7	16.5
177	44	35.1	63.6	42.3	81	67	103.6	25.6	73	81.9	44.7	72.8	58	16.5
177	45	35.3	63.6	42.4	81.6	67.8	103.5	25.8	73.6	82.4	45	72.9	58.2	16.6
177	46	35.4	63.6	42.6	82.2	68.5	103.5	26.1	74.2	83	45.4	73	58.5	16.7
177	47	35.6	63.6	42.8	82.9	69.3	103.5	26.3	74.8	83.6	45.8	73.1	58.7	16.7
177	48	35.7	63.6	43	83.5	70.1	103.5	26.5	75.3	84.2	46.2	73.2	59	16.8
177	49	35.9	63.6	43.1	84.1	70.8	103.5	26.8	75.9	84.8	46.6	73.3	59.2	16.8
177	50	36	63.6	43.3	84.8	71.6	103.5	27	76.5	85.4	47	73.4	59.5	16.9
177	51	36.2	63.6	43.5	85.4	72.4	103.5	27.2	77.1	85.9	47.4	73.5	59.7	16.9
177	52	36.4	63.5	43.7	86	73.1	103.5	27.5	77.6	86.5	47.8	73.6	60	17
177	53	36.5	63.5	43.9	86.7	73.9	103.5	27.7	78.2	87.1	48.1	73.7	60.2	17.1
177	54	36.7	63.5	44	87.3	74.6	103.5	27.9	78.8	87.7	48.5	73.8	60.5	17.1
177	55	36.8	63.5	44.2	87.9	75.4	103.5	28.2	79.4	88.3	48.9	73.9	60.7	17.2
177	56	37	63.5	44.4	88.6	76.2	103.4	28.4	79.9	88.8	49.3	74	61	17.2
177	57	37.1	63.5	44.6	89.2	76.9	103.4	28.6	80.5	89.4	49.7	74.1	61.2	17.3
177	58	37.3	63.5	44.7	89.9	77.7	103.4	28.9	81.1	90	50.1	74.2	61.5	17.3
177	59	37.4	63.5	44.9	90.5	78.5	103.4	29.1	81.7	90.6	50.5	74.3	61.7	17.4
177	60	37.6	63.5	45.1	91.1	79.2	103.4	29.3	82.2	91.2	50.8	74.4	62	17.5
177	61	37.7	63.4	45.3	91.8	80	103.4	29.5	82.8	91.7	51.2	74.5	62.2	17.5
177	62	37.9	63.4	45.5	92.4	80.7	103.4	29.8	83.4	92.3	51.6	74.6	62.5	17.6
177	63	38	63.4	45.6	93	81.5	103.4	30	84	92.9	52	74.7	62.7	17.6
177	64	38.2	63.4	45.8	93.7	82.3	103.4	30.2	84.5	93.5	52.4	74.8	63	17.7
177	65	38.3	63.4	46	94.3	83	103.4	30.5	85.1	94.1	52.8	74.9	63.2	17.7
177	66	38.5	63.4	46.2	94.9	83.8	103.3	30.7	85.7	94.6	53.2	75	63.5	17.8
177	67	38.6	63.4	46.4	95.6	84.6	103.3	30.9	86.3	95.2	53.5	75.1	63.7	17.9
177	68	38.8	63.4	46.5	96.2	85.3	103.3	31.2	86.8	95.8	53.9	75.2	64	17.9
177	69	38.9	63.4	46.7	96.9	86.1	103.3	31.4	87.4	96.4	54.3	75.3	64.2	18
177	70	39.1	63.4	46.9	97.5	86.9	103.3	31.6	88	97	54.7	75.4	64.5	18
177	71	39.2	63.3	47.1	98.1	87.6	103.3	31.9	88.6	97.6	55.1	75.5	64.7	18.1
177	72	39.4	63.3	47.2	98.8	88.4	103.3	32.1	89.1	98.1	55.5	75.6	65	18.1
177	73	39.5	63.3	47.4	99.4	89.1	103.3	32.3	89.7	98.7	55.9	75.7	65.2	18.2
177	74	39.7	63.3	47.6	100	89.9	103.3	32.6	90.3	99.3	56.2	75.8	65.5	18.3
177	75	39.8	63.3	47.8	100.7	90.7	103.3	32.8	90.8	99.9	56.6	75.9	65.7	18.3
177	76	40	63.3	48	101.3	91.4	103.3	33	91.4	100.5	57	76	66	18.4
177	77	40.1	63.3	48.1	101.9	92.2	103.2	33.3	92	101	57.4	76.1	66.2	18.4
177	78	40.3	63.3	48.3	102.6	93	103.2	33.5	92.6	101.6	57.8	76.2	66.5	18.5
177	79	40.4	63.3	48.5	103.2	93.7	103.2	33.7	93.1	102.2	58.2	76.3	66.7	18.5
177	80	40.6	63.2	48.7	103.8	94.5	103.2	34	93.7	102.8	58.6	76.4	67	18.6
177	81	40.7	63.2	48.8	104.5	95.2	103.2	34.2	94.3	103.4	58.9	76.5	67.2	18.7
177	82	40.9	63.2	49	105.1	96	103.2	34.4	94.9	103.9	59.3	76.6	67.5	18.7
177	83	41	63.2	49.2	105.8	96.8	103.2	34.7	95.4	104.5	59.7	76.7	67.7	18.8
177	84	41.2	63.2	49.4	106.4	97.5	103.2	34.9	96	105.1	60.1	76.8	68	18.8
177	85	41.3	63.2	49.6	107	98.3	103.2	35.1	96.6	105.7	60.5	76.9	68.2	18.9
177	86	41.5	63.2	49.7	107.7	99.1	103.2	35.4	97.2	106.3	60.9	77	68.5	18.9
177	87	41.6	63.2	49.9	108.3	99.8	103.1	35.6	97.7	106.8	61.3	77.1	68.7	19
177	88	41.8	63.2	50.1	108.9	100.6	103.1	35.8	98.3	107.4	61.6	77.2	69	19.1
177	89	42	63.2	50.3	109.6	101.4	103.1	36.1	98.9	108	62	77.3	69.2	19.1
177	90	42.1	63.1	50.4	110.2	102.1	103.1	36.3	99.5	108.6	62.4	77.4	69.5	19.2
177	91	42.3	63.1	50.6	110.8	102.9	103.1	36.5	100	109.2	62.8	77.5	69.7	19.2
177	92	42.4	63.1	50.8	111.5	103.6	103.1	36.7	100.6	109.8	63.2	77.7	70	19.3
177	93	42.6	63.1	51	112.1	104.4	103.1	37	101.2	110.3	63.6	77.8	70.2	19.3
177	94	42.7	63.1	51.2	112.7	105.2	103.1	37.2	101.8	110.9	64	77.9	70.5	19.4
177	95	42.9	63.1	51.3	113.4	105.9	103.1	37.4	102.3	111.5	64.4	78	70.7	19.5
177	96	43	63.1	51.5	114	106.7	103.1	37.7	102.9	112.1	64.7	78.1	71	19.5
177	97	43.2	63.1	51.7	114.7	107.5	103.1	37.9	103.5	112.7	65.1	78.2	71.2	19.6
177	98	43.3	63.1	51.9	115.3	108.2	103	38.1	104.1	113.2	65.5	78.3	71.5	19.6
177	99	43.5	63	52.1	115.9	109	103	38.4	104.6	113.8	65.9	78.4	71.7	19.7
177	100	43.6	63	52.2	116.6	109.7	103	38.6	105.2	114.4	66.3	78.5	72	19.7
177	101	43.8	63	52.4	117.2	110.5	103	38.8	105.8	115	66.7	78.6	72.2	19.8
177	102	43.9	63	52.6	117.8	111.3	103	39.1	106.3	115.6	67.1	78.7	72.4	19.9
177	103	44.1	63	52.8	118.5	112	103	39.3	106.9	116.1	67.4	78.8	72.7	19.9
177	104	44.2	63	52.9	119.1	112.8	103	39.5	107.5	116.7	67.8	78.9	72.9	20
177	105	44.4	63	53.1	119.7	113.6	103	39.8	108.1	117.3	68.2	79	73.2	20
177	106	44.5	63	53.3	120.4	114.3	103	40	108.6	117.9	68.6	79.1	73.4	20.1
177	107	44.7	63	53.5	121	115.1	103	40.2	109.2	118.5	69	79.2	73.7	20.1
177	108	44.8	62.9	53.7	121.6	115.8	102.9	40.5	109.8	119	69.4	79.3	73.9	20.2
177	109	45	62.9	53.8	122.3	116.6	102.9	40.7	110.4	119.6	69.8	79.4	74.2	20.2
177	110	45.1	62.9	54	122.9	117.4	102.9	40.9	110.9	120.2	70.1	79.5	74.4	20.3
177	111	45.3	62.9	54.2	123.6	118.1	102.9	41.2	111.5	120.8	70.5	79.6	74.7	20.4
177	112	45.4	62.9	54.4	124.2	118.9	102.9	41.4	112.1	121.4	70.9	79.7	74.9	20.4
177	113	45.6	62.9	54.5	124.8	119.7	102.9	41.6	112.7	122	71.3	79.8	75.2	20.5
177	114	45.7	62.9	54.7	125.5	120.4	102.9	41.9	113.2	122.5	71.7	79.9	75.4	20.5
177	115	45.9	62.9	54.9	126.1	121.2	102.9	42.1	113.8	123.1	72.1	80	75.7	20.6
177	116	46	62.9	55.1	126.7	122	102.9	42.3	114.4	123.7	72.5	80.1	75.9	20.6
177	117	46.2	62.9	55.3	127.4	122.7	102.9	42.6	115	124.3	72.8	80.2	76.2	20.7
177	118	46.3	62.8	55.4	128	123.5	102.9	42.8	115.5	124.9	73.2	80.3	76.4	20.8
177	119	46.5	62.8	55.6	128.6	124.2	102.8	43	116.1	125.4	73.6	80.4	76.7	20.8
177	120	46.6	62.8	55.8	129.3	125	102.8	43.2	116.7	126	74	80.5	76.9	20.9
177	121	46.8	62.8	56	129.9	125.8	102.8	43.5	117.3	126.6	74.4	80.6	77.2	20.9
177	122	47	62.8	56.1	130.6	126.5	102.8	43.7	117.8	127.2	74.8	80.7	77.4	21
177	123	47.1	62.8	56.3	131.2	127.3	102.8	43.9	118.4	127.8	75.2	80.8	77.7	21
177	124	47.3	62.8	56.5	131.8	128.1	102.8	44.2	119	128.3	75.6	80.9	77.9	21.1
177	125	47.4	62.8	56.7	132.5	128.8	102.8	44.4	119.6	128.9	75.9	81	78.2	21.2
177	126	47.6	62.8	56.9	133.1	129.6	102.8	44.6	120.1	129.5	76.3	81.1	78.4	21.2
177	127	47.7	62.7	57	133.7	130.3	102.8	44.9	120.7	130.1	76.7	81.2	78.7	21.3
177	128	47.9	62.7	57.2	134.4	131.1	102.8	45.1	121.3	130.7	77.1	81.3	78.9	21.3
177	129	48	62.7	57.4	135	131.9	102.7	45.3	121.8	131.3	77.5	81.4	79.2	21.4
177	130	48.2	62.7	57.6	135.6	132.6	102.7	45.6	122.4	131.8	77.9	81.5	79.4	21.4
178	35	33.7	64.1	40.7	75	59.8	104.3	23.4	67.7	76.4	41	72.3	55.7	16
178	36	33.9	64.1	40.9	75.7	60.6	104.3	23.6	68.3	77	41.4	72.4	56	16.1
178	37	34	64.1	41.1	76.3	61.3	104.3	23.9	68.9	77.6	41.8	72.5	56.2	16.2
178	38	34.2	64.1	41.2	77	62.1	104.3	24.1	69.4	78.2	42.2	72.6	56.5	16.2
178	39	34.3	64.1	41.4	77.6	62.8	104.3	24.3	70	78.8	42.6	72.7	56.7	16.3
178	40	34.5	64.1	41.6	78.2	63.6	104.2	24.6	70.6	79.3	42.9	72.8	57	16.3
178	41	34.7	64.1	41.8	78.9	64.4	104.2	24.8	71.2	79.9	43.3	72.9	57.2	16.4
178	42	34.8	64.1	42	79.5	65.1	104.2	25	71.7	80.5	43.7	73	57.5	16.4
178	43	35	64	42.1	80.1	65.9	104.2	25.3	72.3	81.1	44.1	73.1	57.7	16.5
178	44	35.1	64	42.3	80.8	66.7	104.2	25.5	72.9	81.7	44.5	73.2	58	16.6
178	45	35.3	64	42.5	81.4	67.4	104.2	25.7	73.4	82.2	44.9	73.3	58.2	16.6
178	46	35.4	64	42.7	82	68.2	104.2	25.9	74	82.8	45.3	73.4	58.5	16.7
178	47	35.6	64	42.8	82.7	69	104.2	26.2	74.6	83.4	45.6	73.5	58.7	16.7
178	48	35.7	64	43	83.3	69.7	104.2	26.4	75.2	84	46	73.6	59	16.8
178	49	35.9	64	43.2	83.9	70.5	104.2	26.6	75.8	84.6	46.4	73.7	59.2	16.8
178	50	36	64	43.4	84.6	71.2	104.1	26.9	76.3	85.1	46.8	73.8	59.5	16.9
178	51	36.2	64	43.6	85.2	72	104.1	27.1	76.9	85.7	47.2	73.9	59.7	17
178	52	36.3	63.9	43.7	85.9	72.8	104.1	27.3	77.5	86.3	47.6	74	60	17
178	53	36.5	63.9	43.9	86.5	73.5	104.1	27.6	78	86.9	48	74.1	60.2	17.1
178	54	36.6	63.9	44.1	87.1	74.3	104.1	27.8	78.6	87.5	48.3	74.2	60.4	17.1
178	55	36.8	63.9	44.3	87.8	75.1	104.1	28	79.2	88	48.7	74.3	60.7	17.2
178	56	36.9	63.9	44.5	88.4	75.8	104.1	28.3	79.8	88.6	49.1	74.4	60.9	17.2
178	57	37.1	63.9	44.6	89	76.6	104.1	28.5	80.3	89.2	49.5	74.5	61.2	17.3
178	58	37.2	63.9	44.8	89.7	77.3	104.1	28.7	80.9	89.8	49.9	74.6	61.4	17.4
178	59	37.4	63.9	45	90.3	78.1	104.1	29	81.5	90.4	50.3	74.7	61.7	17.4
178	60	37.5	63.9	45.2	90.9	78.9	104	29.2	82.1	91	50.7	74.8	61.9	17.5
178	61	37.7	63.9	45.3	91.6	79.6	104	29.4	82.6	91.5	51	74.9	62.2	17.5
178	62	37.8	63.8	45.5	92.2	80.4	104	29.7	83.2	92.1	51.4	75	62.4	17.6
178	63	38	63.8	45.7	92.8	81.2	104	29.9	83.8	92.7	51.8	75.1	62.7	17.6
178	64	38.1	63.8	45.9	93.5	81.9	104	30.1	84.4	93.3	52.2	75.2	62.9	17.7
178	65	38.3	63.8	46.1	94.1	82.7	104	30.4	84.9	93.9	52.6	75.3	63.2	17.8
178	66	38.4	63.8	46.2	94.8	83.5	104	30.6	85.5	94.4	53	75.4	63.4	17.8
178	67	38.6	63.8	46.4	95.4	84.2	104	30.8	86.1	95	53.4	75.5	63.7	17.9
178	68	38.7	63.8	46.6	96	85	104	31.1	86.7	95.6	53.8	75.6	63.9	17.9
178	69	38.9	63.8	46.8	96.7	85.7	104	31.3	87.2	96.2	54.1	75.7	64.2	18
178	70	39	63.8	46.9	97.3	86.5	104	31.5	87.8	96.8	54.5	75.8	64.4	18
178	71	39.2	63.7	47.1	97.9	87.3	103.9	31.8	88.4	97.3	54.9	75.9	64.7	18.1
178	72	39.3	63.7	47.3	98.6	88	103.9	32	89	97.9	55.3	76	64.9	18.2
178	73	39.5	63.7	47.5	99.2	88.8	103.9	32.2	89.5	98.5	55.7	76.1	65.2	18.2
178	74	39.6	63.7	47.7	99.8	89.6	103.9	32.4	90.1	99.1	56.1	76.2	65.4	18.3
178	75	39.8	63.7	47.8	100.5	90.3	103.9	32.7	90.7	99.7	56.5	76.3	65.7	18.3
178	76	40	63.7	48	101.1	91.1	103.9	32.9	91.2	100.2	56.8	76.4	65.9	18.4
178	77	40.1	63.7	48.2	101.8	91.8	103.9	33.1	91.8	100.8	57.2	76.5	66.2	18.4
