Éí¸ß	ÌåÖØ	ÁìÎ§	Ðä³¤	¼ç¿í	ÐØÎ§	ÖÐÑü	¿ã³¤	Ðä·Ê	¿ãÑü	ÍÎÎ§	´óÍÈÎ§	ÒÂ³¤	Ö±µµ	Ðä¿Ú
178	78	40.3	63.7	48.4	102.4	92.6	103.9	33.4	92.4	101.4	57.6	76.6	66.4	18.5
178	79	40.4	63.7	48.5	103	93.4	103.9	33.6	93	102	58	76.7	66.7	18.6
178	80	40.6	63.6	48.7	103.7	94.1	103.9	33.8	93.5	102.6	58.4	76.8	66.9	18.6
178	81	40.7	63.6	48.9	104.3	94.9	103.8	34.1	94.1	103.2	58.8	76.9	67.2	18.7
178	82	40.9	63.6	49.1	104.9	95.7	103.8	34.3	94.7	103.7	59.2	77	67.4	18.7
178	83	41	63.6	49.3	105.6	96.4	103.8	34.5	95.3	104.3	59.5	77.1	67.7	18.8
178	84	41.2	63.6	49.4	106.2	97.2	103.8	34.8	95.8	104.9	59.9	77.2	67.9	18.8
178	85	41.3	63.6	49.6	106.8	98	103.8	35	96.4	105.5	60.3	77.3	68.2	18.9
178	86	41.5	63.6	49.8	107.5	98.7	103.8	35.2	97	106.1	60.7	77.4	68.4	18.9
178	87	41.6	63.6	50	108.1	99.5	103.8	35.5	97.6	106.6	61.1	77.5	68.7	19
178	88	41.8	63.6	50.1	108.7	100.2	103.8	35.7	98.1	107.2	61.5	77.6	68.9	19.1
178	89	41.9	63.6	50.3	109.4	101	103.8	35.9	98.7	107.8	61.9	77.7	69.2	19.1
178	90	42.1	63.5	50.5	110	101.8	103.8	36.2	99.3	108.4	62.2	77.8	69.4	19.2
178	91	42.2	63.5	50.7	110.7	102.5	103.8	36.4	99.9	109	62.6	77.9	69.7	19.2
178	92	42.4	63.5	50.9	111.3	103.3	103.7	36.6	100.4	109.5	63	78	69.9	19.3
178	93	42.5	63.5	51	111.9	104.1	103.7	36.9	101	110.1	63.4	78.1	70.2	19.3
178	94	42.7	63.5	51.2	112.6	104.8	103.7	37.1	101.6	110.7	63.8	78.2	70.4	19.4
178	95	42.8	63.5	51.4	113.2	105.6	103.7	37.3	102.2	111.3	64.2	78.3	70.7	19.5
178	96	43	63.5	51.6	113.8	106.3	103.7	37.6	102.7	111.9	64.6	78.4	70.9	19.5
178	97	43.1	63.5	51.8	114.5	107.1	103.7	37.8	103.3	112.5	65	78.5	71.2	19.6
178	98	43.3	63.5	51.9	115.1	107.9	103.7	38	103.9	113	65.3	78.6	71.4	19.6
178	99	43.4	63.4	52.1	115.7	108.6	103.7	38.3	104.5	113.6	65.7	78.7	71.7	19.7
178	100	43.6	63.4	52.3	116.4	109.4	103.7	38.5	105	114.2	66.1	78.8	71.9	19.7
178	101	43.7	63.4	52.5	117	110.2	103.7	38.7	105.6	114.8	66.5	78.9	72.2	19.8
178	102	43.9	63.4	52.6	117.6	110.9	103.7	38.9	106.2	115.4	66.9	79	72.4	19.9
178	103	44	63.4	52.8	118.3	111.7	103.6	39.2	106.7	115.9	67.3	79.1	72.7	19.9
178	104	44.2	63.4	53	118.9	112.5	103.6	39.4	107.3	116.5	67.7	79.2	72.9	20
178	105	44.3	63.4	53.2	119.6	113.2	103.6	39.6	107.9	117.1	68	79.3	73.2	20
178	106	44.5	63.4	53.4	120.2	114	103.6	39.9	108.5	117.7	68.4	79.4	73.4	20.1
178	107	44.6	63.4	53.5	120.8	114.7	103.6	40.1	109	118.3	68.8	79.5	73.7	20.1
178	108	44.8	63.4	53.7	121.5	115.5	103.6	40.3	109.6	118.8	69.2	79.7	73.9	20.2
178	109	44.9	63.3	53.9	122.1	116.3	103.6	40.6	110.2	119.4	69.6	79.8	74.2	20.3
178	110	45.1	63.3	54.1	122.7	117	103.6	40.8	110.8	120	70	79.9	74.4	20.3
178	111	45.2	63.3	54.2	123.4	117.8	103.6	41	111.3	120.6	70.4	80	74.7	20.4
178	112	45.4	63.3	54.4	124	118.6	103.6	41.3	111.9	121.2	70.7	80.1	74.9	20.4
178	113	45.6	63.3	54.6	124.6	119.3	103.5	41.5	112.5	121.8	71.1	80.2	75.2	20.5
178	114	45.7	63.3	54.8	125.3	120.1	103.5	41.7	113.1	122.3	71.5	80.3	75.4	20.5
178	115	45.9	63.3	55	125.9	120.9	103.5	42	113.6	122.9	71.9	80.4	75.7	20.6
178	116	46	63.3	55.1	126.6	121.6	103.5	42.2	114.2	123.5	72.3	80.5	75.9	20.7
178	117	46.2	63.3	55.3	127.2	122.4	103.5	42.4	114.8	124.1	72.7	80.6	76.2	20.7
178	118	46.3	63.2	55.5	127.8	123.1	103.5	42.7	115.4	124.7	73.1	80.7	76.4	20.8
178	119	46.5	63.2	55.7	128.5	123.9	103.5	42.9	115.9	125.2	73.4	80.8	76.7	20.8
178	120	46.6	63.2	55.9	129.1	124.7	103.5	43.1	116.5	125.8	73.8	80.9	76.9	20.9
178	121	46.8	63.2	56	129.7	125.4	103.5	43.4	117.1	126.4	74.2	81	77.2	20.9
178	122	46.9	63.2	56.2	130.4	126.2	103.5	43.6	117.7	127	74.6	81.1	77.4	21
178	123	47.1	63.2	56.4	131	127	103.5	43.8	118.2	127.6	75	81.2	77.7	21.1
178	124	47.2	63.2	56.6	131.6	127.7	103.4	44.1	118.8	128.1	75.4	81.3	77.9	21.1
178	125	47.4	63.2	56.7	132.3	128.5	103.4	44.3	119.4	128.7	75.8	81.4	78.2	21.2
178	126	47.5	63.2	56.9	132.9	129.2	103.4	44.5	120	129.3	76.1	81.5	78.4	21.2
178	127	47.7	63.1	57.1	133.5	130	103.4	44.8	120.5	129.9	76.5	81.6	78.6	21.3
178	128	47.8	63.1	57.3	134.2	130.8	103.4	45	121.1	130.5	76.9	81.7	78.9	21.3
178	129	48	63.1	57.5	134.8	131.5	103.4	45.2	121.7	131	77.3	81.8	79.1	21.4
178	130	48.1	63.1	57.6	135.5	132.3	103.4	45.5	122.2	131.6	77.7	81.9	79.4	21.5
179	35	33.7	64.5	40.8	74.9	59.5	104.9	23.3	67.5	76.2	40.8	72.7	55.7	16.1
179	36	33.9	64.5	40.9	75.5	60.2	104.9	23.5	68.1	76.8	41.2	72.8	55.9	16.1
179	37	34	64.5	41.1	76.1	61	104.9	23.7	68.7	77.4	41.6	72.9	56.2	16.2
179	38	34.2	64.5	41.3	76.8	61.7	104.9	24	69.3	78	42	73	56.4	16.2
179	39	34.3	64.5	41.5	77.4	62.5	104.9	24.2	69.8	78.5	42.4	73.1	56.7	16.3
179	40	34.5	64.5	41.7	78	63.3	104.9	24.4	70.4	79.1	42.8	73.2	56.9	16.3
179	41	34.6	64.5	41.8	78.7	64	104.9	24.7	71	79.7	43.2	73.3	57.2	16.4
179	42	34.8	64.5	42	79.3	64.8	104.9	24.9	71.6	80.3	43.5	73.4	57.4	16.5
179	43	34.9	64.4	42.2	79.9	65.6	104.9	25.1	72.1	80.9	43.9	73.5	57.7	16.5
179	44	35.1	64.4	42.4	80.6	66.3	104.8	25.4	72.7	81.4	44.3	73.6	57.9	16.6
179	45	35.2	64.4	42.5	81.2	67.1	104.8	25.6	73.3	82	44.7	73.7	58.2	16.6
179	46	35.4	64.4	42.7	81.8	67.8	104.8	25.8	73.9	82.6	45.1	73.8	58.4	16.7
179	47	35.5	64.4	42.9	82.5	68.6	104.8	26.1	74.4	83.2	45.5	73.9	58.7	16.7
179	48	35.7	64.4	43.1	83.1	69.4	104.8	26.3	75	83.8	45.9	74	58.9	16.8
179	49	35.8	64.4	43.3	83.8	70.1	104.8	26.5	75.6	84.4	46.2	74.1	59.2	16.9
179	50	36	64.4	43.4	84.4	70.9	104.8	26.8	76.2	84.9	46.6	74.2	59.4	16.9
179	51	36.1	64.4	43.6	85	71.7	104.8	27	76.7	85.5	47	74.3	59.7	17
179	52	36.3	64.4	43.8	85.7	72.4	104.8	27.2	77.3	86.1	47.4	74.4	59.9	17
179	53	36.4	64.3	44	86.3	73.2	104.8	27.5	77.9	86.7	47.8	74.5	60.2	17.1
179	54	36.6	64.3	44.2	86.9	74	104.8	27.7	78.5	87.3	48.2	74.6	60.4	17.1
179	55	36.7	64.3	44.3	87.6	74.7	104.7	27.9	79	87.8	48.6	74.7	60.7	17.2
179	56	36.9	64.3	44.5	88.2	75.5	104.7	28.2	79.6	88.4	48.9	74.8	60.9	17.3
179	57	37	64.3	44.7	88.8	76.2	104.7	28.4	80.2	89	49.3	74.9	61.2	17.3
179	58	37.2	64.3	44.9	89.5	77	104.7	28.6	80.7	89.6	49.7	75	61.4	17.4
179	59	37.3	64.3	45	90.1	77.8	104.7	28.8	81.3	90.2	50.1	75.1	61.7	17.4
179	60	37.5	64.3	45.2	90.8	78.5	104.7	29.1	81.9	90.7	50.5	75.2	61.9	17.5
179	61	37.6	64.3	45.4	91.4	79.3	104.7	29.3	82.5	91.3	50.9	75.3	62.2	17.5
179	62	37.8	64.2	45.6	92	80.1	104.7	29.5	83	91.9	51.3	75.4	62.4	17.6
179	63	37.9	64.2	45.8	92.7	80.8	104.7	29.8	83.6	92.5	51.6	75.5	62.7	17.6
179	64	38.1	64.2	45.9	93.3	81.6	104.7	30	84.2	93.1	52	75.6	62.9	17.7
179	65	38.2	64.2	46.1	93.9	82.3	104.6	30.2	84.8	93.6	52.4	75.7	63.2	17.8
179	66	38.4	64.2	46.3	94.6	83.1	104.6	30.5	85.3	94.2	52.8	75.8	63.4	17.8
179	67	38.6	64.2	46.5	95.2	83.9	104.6	30.7	85.9	94.8	53.2	75.9	63.7	17.9
179	68	38.7	64.2	46.6	95.8	84.6	104.6	30.9	86.5	95.4	53.6	76	63.9	17.9
179	69	38.9	64.2	46.8	96.5	85.4	104.6	31.2	87.1	96	54	76.1	64.2	18
179	70	39	64.2	47	97.1	86.2	104.6	31.4	87.6	96.6	54.4	76.2	64.4	18
179	71	39.2	64.1	47.2	97.7	86.9	104.6	31.6	88.2	97.1	54.7	76.3	64.7	18.1
179	72	39.3	64.1	47.4	98.4	87.7	104.6	31.9	88.8	97.7	55.1	76.4	64.9	18.2
179	73	39.5	64.1	47.5	99	88.5	104.6	32.1	89.4	98.3	55.5	76.5	65.2	18.2
179	74	39.6	64.1	47.7	99.7	89.2	104.6	32.3	89.9	98.9	55.9	76.6	65.4	18.3
179	75	39.8	64.1	47.9	100.3	90	104.6	32.6	90.5	99.5	56.3	76.7	65.7	18.3
179	76	39.9	64.1	48.1	100.9	90.7	104.5	32.8	91.1	100	56.7	76.8	65.9	18.4
179	77	40.1	64.1	48.3	101.6	91.5	104.5	33	91.7	100.6	57.1	76.9	66.1	18.4
179	78	40.2	64.1	48.4	102.2	92.3	104.5	33.3	92.2	101.2	57.4	77	66.4	18.5
179	79	40.4	64.1	48.6	102.8	93	104.5	33.5	92.8	101.8	57.8	77.1	66.6	18.6
179	80	40.5	64.1	48.8	103.5	93.8	104.5	33.7	93.4	102.4	58.2	77.2	66.9	18.6
179	81	40.7	64	49	104.1	94.6	104.5	34	93.9	102.9	58.6	77.3	67.1	18.7
179	82	40.8	64	49.1	104.7	95.3	104.5	34.2	94.5	103.5	59	77.4	67.4	18.7
179	83	41	64	49.3	105.4	96.1	104.5	34.4	95.1	104.1	59.4	77.5	67.6	18.8
179	84	41.1	64	49.5	106	96.8	104.5	34.7	95.7	104.7	59.8	77.6	67.9	18.8
179	85	41.3	64	49.7	106.6	97.6	104.5	34.9	96.2	105.3	60.1	77.7	68.1	18.9
179	86	41.4	64	49.9	107.3	98.4	104.4	35.1	96.8	105.8	60.5	77.8	68.4	19
179	87	41.6	64	50	107.9	99.1	104.4	35.3	97.4	106.4	60.9	77.9	68.6	19
179	88	41.7	64	50.2	108.6	99.9	104.4	35.6	98	107	61.3	78	68.9	19.1
179	89	41.9	64	50.4	109.2	100.7	104.4	35.8	98.5	107.6	61.7	78.1	69.1	19.1
179	90	42	63.9	50.6	109.8	101.4	104.4	36	99.1	108.2	62.1	78.2	69.4	19.2
179	91	42.2	63.9	50.7	110.5	102.2	104.4	36.3	99.7	108.8	62.5	78.3	69.6	19.2
179	92	42.3	63.9	50.9	111.1	103	104.4	36.5	100.3	109.3	62.8	78.4	69.9	19.3
179	93	42.5	63.9	51.1	111.7	103.7	104.4	36.7	100.8	109.9	63.2	78.5	70.1	19.4
179	94	42.6	63.9	51.3	112.4	104.5	104.4	37	101.4	110.5	63.6	78.6	70.4	19.4
179	95	42.8	63.9	51.5	113	105.2	104.4	37.2	102	111.1	64	78.7	70.6	19.5
179	96	42.9	63.9	51.6	113.6	106	104.4	37.4	102.6	111.7	64.4	78.8	70.9	19.5
179	97	43.1	63.9	51.8	114.3	106.8	104.3	37.7	103.1	112.2	64.8	78.9	71.1	19.6
179	98	43.2	63.9	52	114.9	107.5	104.3	37.9	103.7	112.8	65.2	79	71.4	19.6
179	99	43.4	63.9	52.2	115.6	108.3	104.3	38.1	104.3	113.4	65.5	79.1	71.6	19.7
179	100	43.6	63.8	52.3	116.2	109.1	104.3	38.4	104.9	114	65.9	79.2	71.9	19.8
179	101	43.7	63.8	52.5	116.8	109.8	104.3	38.6	105.4	114.6	66.3	79.3	72.1	19.8
179	102	43.9	63.8	52.7	117.5	110.6	104.3	38.8	106	115.1	66.7	79.4	72.4	19.9
179	103	44	63.8	52.9	118.1	111.3	104.3	39.1	106.6	115.7	67.1	79.5	72.6	19.9
179	104	44.2	63.8	53.1	118.7	112.1	104.3	39.3	107.2	116.3	67.5	79.6	72.9	20
179	105	44.3	63.8	53.2	119.4	112.9	104.3	39.5	107.7	116.9	67.9	79.7	73.1	20
179	106	44.5	63.8	53.4	120	113.6	104.3	39.8	108.3	117.5	68.2	79.8	73.4	20.1
179	107	44.6	63.8	53.6	120.6	114.4	104.2	40	108.9	118	68.6	79.9	73.6	20.2
179	108	44.8	63.8	53.8	121.3	115.2	104.2	40.2	109.4	118.6	69	80	73.9	20.2
179	109	44.9	63.7	53.9	121.9	115.9	104.2	40.5	110	119.2	69.4	80.1	74.1	20.3
179	110	45.1	63.7	54.1	122.5	116.7	104.2	40.7	110.6	119.8	69.8	80.2	74.4	20.3
179	111	45.2	63.7	54.3	123.2	117.5	104.2	40.9	111.2	120.4	70.2	80.3	74.6	20.4
179	112	45.4	63.7	54.5	123.8	118.2	104.2	41.2	111.7	121	70.6	80.4	74.9	20.4
179	113	45.5	63.7	54.7	124.5	119	104.2	41.4	112.3	121.5	71	80.5	75.1	20.5
179	114	45.7	63.7	54.8	125.1	119.7	104.2	41.6	112.9	122.1	71.3	80.6	75.4	20.6
179	115	45.8	63.7	55	125.7	120.5	104.2	41.9	113.5	122.7	71.7	80.7	75.6	20.6
179	116	46	63.7	55.2	126.4	121.3	104.2	42.1	114	123.3	72.1	80.8	75.9	20.7
179	117	46.1	63.7	55.4	127	122	104.2	42.3	114.6	123.9	72.5	80.9	76.1	20.7
179	118	46.3	63.6	55.6	127.6	122.8	104.1	42.5	115.2	124.4	72.9	81.1	76.4	20.8
179	119	46.4	63.6	55.7	128.3	123.6	104.1	42.8	115.8	125	73.3	81.2	76.6	20.8
179	120	46.6	63.6	55.9	128.9	124.3	104.1	43	116.3	125.6	73.7	81.3	76.9	20.9
179	121	46.7	63.6	56.1	129.5	125.1	104.1	43.2	116.9	126.2	74	81.4	77.1	21
179	122	46.9	63.6	56.3	130.2	125.8	104.1	43.5	117.5	126.8	74.4	81.5	77.4	21
179	123	47	63.6	56.4	130.8	126.6	104.1	43.7	118.1	127.3	74.8	81.6	77.6	21.1
179	124	47.2	63.6	56.6	131.4	127.4	104.1	43.9	118.6	127.9	75.2	81.7	77.9	21.1
179	125	47.3	63.6	56.8	132.1	128.1	104.1	44.2	119.2	128.5	75.6	81.8	78.1	21.2
179	126	47.5	63.6	57	132.7	128.9	104.1	44.4	119.8	129.1	76	81.9	78.4	21.2
179	127	47.6	63.6	57.2	133.4	129.7	104.1	44.6	120.4	129.7	76.4	82	78.6	21.3
179	128	47.8	63.5	57.3	134	130.4	104	44.9	120.9	130.3	76.7	82.1	78.9	21.3
179	129	47.9	63.5	57.5	134.6	131.2	104	45.1	121.5	130.8	77.1	82.2	79.1	21.4
179	130	48.1	63.5	57.7	135.3	132	104	45.3	122.1	131.4	77.5	82.3	79.4	21.5
180	35	33.7	64.9	40.8	74.7	59.1	105.6	23.2	67.4	76	40.7	73.1	55.6	16.1
180	36	33.8	64.9	41	75.3	59.9	105.6	23.4	67.9	76.6	41	73.2	55.9	16.1
180	37	34	64.9	41.2	75.9	60.6	105.6	23.6	68.5	77.2	41.4	73.3	56.1	16.2
180	38	34.1	64.9	41.4	76.6	61.4	105.6	23.9	69.1	77.8	41.8	73.4	56.4	16.2
180	39	34.3	64.9	41.5	77.2	62.2	105.5	24.1	69.7	78.3	42.2	73.5	56.6	16.3
180	40	34.4	64.9	41.7	77.8	62.9	105.5	24.3	70.2	78.9	42.6	73.6	56.9	16.4
180	41	34.6	64.9	41.9	78.5	63.7	105.5	24.5	70.8	79.5	43	73.7	57.1	16.4
180	42	34.7	64.9	42.1	79.1	64.5	105.5	24.8	71.4	80.1	43.4	73.8	57.4	16.5
180	43	34.9	64.8	42.3	79.8	65.2	105.5	25	72	80.7	43.7	73.9	57.6	16.5
180	44	35	64.8	42.4	80.4	66	105.5	25.2	72.5	81.2	44.1	74	57.9	16.6
180	45	35.2	64.8	42.6	81	66.7	105.5	25.5	73.1	81.8	44.5	74.1	58.1	16.6
180	46	35.3	64.8	42.8	81.7	67.5	105.5	25.7	73.7	82.4	44.9	74.2	58.4	16.7
180	47	35.5	64.8	43	82.3	68.3	105.5	25.9	74.3	83	45.3	74.3	58.6	16.7
180	48	35.6	64.8	43.1	82.9	69	105.5	26.2	74.8	83.6	45.7	74.4	58.9	16.8
180	49	35.8	64.8	43.3	83.6	69.8	105.4	26.4	75.4	84.1	46.1	74.5	59.1	16.9
180	50	35.9	64.8	43.5	84.2	70.6	105.4	26.6	76	84.7	46.5	74.6	59.4	16.9
180	51	36.1	64.8	43.7	84.8	71.3	105.4	26.9	76.6	85.3	46.8	74.7	59.6	17
180	52	36.2	64.8	43.9	85.5	72.1	105.4	27.1	77.1	85.9	47.2	74.8	59.9	17
180	53	36.4	64.7	44	86.1	72.9	105.4	27.3	77.7	86.5	47.6	74.9	60.1	17.1
180	54	36.6	64.7	44.2	86.7	73.6	105.4	27.6	78.3	87	48	75	60.4	17.1
180	55	36.7	64.7	44.4	87.4	74.4	105.4	27.8	78.9	87.6	48.4	75.1	60.6	17.2
180	56	36.9	64.7	44.6	88	75.1	105.4	28	79.4	88.2	48.8	75.2	60.9	17.3
180	57	37	64.7	44.7	88.7	75.9	105.4	28.3	80	88.8	49.2	75.3	61.1	17.3
180	58	37.2	64.7	44.9	89.3	76.7	105.4	28.5	80.6	89.4	49.5	75.4	61.4	17.4
180	59	37.3	64.7	45.1	89.9	77.4	105.4	28.7	81.1	90	49.9	75.5	61.6	17.4
180	60	37.5	64.7	45.3	90.6	78.2	105.3	29	81.7	90.5	50.3	75.6	61.9	17.5
180	61	37.6	64.7	45.5	91.2	79	105.3	29.2	82.3	91.1	50.7	75.7	62.1	17.5
180	62	37.8	64.6	45.6	91.8	79.7	105.3	29.4	82.9	91.7	51.1	75.8	62.4	17.6
180	63	37.9	64.6	45.8	92.5	80.5	105.3	29.7	83.4	92.3	51.5	75.9	62.6	17.7
180	64	38.1	64.6	46	93.1	81.2	105.3	29.9	84	92.9	51.9	76	62.9	17.7
180	65	38.2	64.6	46.2	93.7	82	105.3	30.1	84.6	93.4	52.2	76.1	63.1	17.8
180	66	38.4	64.6	46.3	94.4	82.8	105.3	30.4	85.2	94	52.6	76.2	63.4	17.8
180	67	38.5	64.6	46.5	95	83.5	105.3	30.6	85.7	94.6	53	76.3	63.6	17.9
180	68	38.7	64.6	46.7	95.7	84.3	105.3	30.8	86.3	95.2	53.4	76.4	63.9	17.9
180	69	38.8	64.6	46.9	96.3	85.1	105.3	31.1	86.9	95.8	53.8	76.5	64.1	18
180	70	39	64.6	47.1	96.9	85.8	105.2	31.3	87.5	96.3	54.2	76.6	64.4	18.1
180	71	39.1	64.6	47.2	97.6	86.6	105.2	31.5	88	96.9	54.6	76.7	64.6	18.1
180	72	39.3	64.5	47.4	98.2	87.4	105.2	31.7	88.6	97.5	54.9	76.8	64.9	18.2
180	73	39.4	64.5	47.6	98.8	88.1	105.2	32	89.2	98.1	55.3	76.9	65.1	18.2
180	74	39.6	64.5	47.8	99.5	88.9	105.2	32.2	89.8	98.7	55.7	77	65.4	18.3
180	75	39.7	64.5	48	100.1	89.6	105.2	32.4	90.3	99.3	56.1	77.1	65.6	18.3
180	76	39.9	64.5	48.1	100.7	90.4	105.2	32.7	90.9	99.8	56.5	77.2	65.9	18.4
180	77	40	64.5	48.3	101.4	91.2	105.2	32.9	91.5	100.4	56.9	77.3	66.1	18.5
180	78	40.2	64.5	48.5	102	91.9	105.2	33.1	92.1	101	57.3	77.4	66.4	18.5
180	79	40.3	64.5	48.7	102.6	92.7	105.2	33.4	92.6	101.6	57.6	77.5	66.6	18.6
180	80	40.5	64.5	48.8	103.3	93.5	105.2	33.6	93.2	102.2	58	77.6	66.9	18.6
180	81	40.6	64.4	49	103.9	94.2	105.1	33.8	93.8	102.7	58.4	77.7	67.1	18.7
180	82	40.8	64.4	49.2	104.6	95	105.1	34.1	94.4	103.3	58.8	77.8	67.4	18.7
180	83	40.9	64.4	49.4	105.2	95.7	105.1	34.3	94.9	103.9	59.2	77.9	67.6	18.8
180	84	41.1	64.4	49.6	105.8	96.5	105.1	34.5	95.5	104.5	59.6	78	67.9	18.9
180	85	41.2	64.4	49.7	106.5	97.3	105.1	34.8	96.1	105.1	60	78.1	68.1	18.9
180	86	41.4	64.4	49.9	107.1	98	105.1	35	96.6	105.6	60.4	78.2	68.4	19
180	87	41.5	64.4	50.1	107.7	98.8	105.1	35.2	97.2	106.2	60.7	78.3	68.6	19
180	88	41.7	64.4	50.3	108.4	99.6	105.1	35.5	97.8	106.8	61.1	78.4	68.9	19.1
180	89	41.9	64.4	50.4	109	100.3	105.1	35.7	98.4	107.4	61.5	78.5	69.1	19.1
180	90	42	64.4	50.6	109.6	101.1	105.1	35.9	98.9	108	61.9	78.6	69.4	19.2
180	91	42.2	64.3	50.8	110.3	101.9	105	36.2	99.5	108.5	62.3	78.7	69.6	19.3
180	92	42.3	64.3	51	110.9	102.6	105	36.4	100.1	109.1	62.7	78.8	69.9	19.3
180	93	42.5	64.3	51.2	111.5	103.4	105	36.6	100.7	109.7	63.1	78.9	70.1	19.4
180	94	42.6	64.3	51.3	112.2	104.1	105	36.9	101.2	110.3	63.4	79	70.4	19.4
180	95	42.8	64.3	51.5	112.8	104.9	105	37.1	101.8	110.9	63.8	79.1	70.6	19.5
180	96	42.9	64.3	51.7	113.5	105.7	105	37.3	102.4	111.5	64.2	79.2	70.9	19.5
180	97	43.1	64.3	51.9	114.1	106.4	105	37.6	103	112	64.6	79.3	71.1	19.6
180	98	43.2	64.3	52.1	114.7	107.2	105	37.8	103.5	112.6	65	79.4	71.4	19.7
180	99	43.4	64.3	52.2	115.4	108	105	38	104.1	113.2	65.4	79.5	71.6	19.7
180	100	43.5	64.2	52.4	116	108.7	105	38.2	104.7	113.8	65.8	79.6	71.8	19.8
180	101	43.7	64.2	52.6	116.6	109.5	105	38.5	105.3	114.4	66.1	79.7	72.1	19.8
180	102	43.8	64.2	52.8	117.3	110.2	104.9	38.7	105.8	114.9	66.5	79.8	72.3	19.9
180	103	44	64.2	52.9	117.9	111	104.9	38.9	106.4	115.5	66.9	79.9	72.6	19.9
180	104	44.1	64.2	53.1	118.5	111.8	104.9	39.2	107	116.1	67.3	80	72.8	20
180	105	44.3	64.2	53.3	119.2	112.5	104.9	39.4	107.6	116.7	67.7	80.1	73.1	20
180	106	44.4	64.2	53.5	119.8	113.3	104.9	39.6	108.1	117.3	68.1	80.2	73.3	20.1
180	107	44.6	64.2	53.7	120.4	114.1	104.9	39.9	108.7	117.8	68.5	80.3	73.6	20.2
180	108	44.7	64.2	53.8	121.1	114.8	104.9	40.1	109.3	118.4	68.8	80.4	73.8	20.2
180	109	44.9	64.1	54	121.7	115.6	104.9	40.3	109.9	119	69.2	80.5	74.1	20.3
180	110	45	64.1	54.2	122.4	116.3	104.9	40.6	110.4	119.6	69.6	80.6	74.3	20.3
180	111	45.2	64.1	54.4	123	117.1	104.9	40.8	111	120.2	70	80.7	74.6	20.4
180	112	45.3	64.1	54.5	123.6	117.9	104.8	41	111.6	120.7	70.4	80.8	74.8	20.4
180	113	45.5	64.1	54.7	124.3	118.6	104.8	41.3	112.2	121.3	70.8	80.9	75.1	20.5
180	114	45.6	64.1	54.9	124.9	119.4	104.8	41.5	112.7	121.9	71.2	81	75.3	20.6
180	115	45.8	64.1	55.1	125.5	120.2	104.8	41.7	113.3	122.5	71.6	81.1	75.6	20.6
180	116	45.9	64.1	55.3	126.2	120.9	104.8	42	113.9	123.1	71.9	81.2	75.8	20.7
180	117	46.1	64.1	55.4	126.8	121.7	104.8	42.2	114.4	123.7	72.3	81.3	76.1	20.7
180	118	46.2	64.1	55.6	127.4	122.5	104.8	42.4	115	124.2	72.7	81.4	76.3	20.8
